Title,Status,# Rooms,Area,# Car Spots,Condominium Fee,City,Neighborhood,Price,Description,URL
420,House_AD,For sale,,32m²,,R$ 371,Recife,Parnamirim,R$ 399.000.,"House in Parnamirim, Recife",https://pe.olx.com.br/grande-recife/imoveis/md-beach-class-jaqueira-pronto-1015440524
421,House_AD,For sale,,32m²,,R$ 0,Recife,Boa Viagem,R$ 250.000.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/con-spazio-classic-construcao-1015440506
422,House_AD,For sale,,36m²,,R$ 0,Recife,Poço,R$ 335.200.,"House in Poço, Recife",https://pe.olx.com.br/grande-recife/imoveis/sf-smart-class-magda-suassuna-pronto-1015440476
423,House_AD,For sale,,42m²,,R$ 0,Recife,Boa Viagem,R$ 386.700.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/bit-puerto-montt-pronto-1015440472
424,House_AD,For sale,2,50m²,,R$ 0,Recife,Torre,R$ 330.000.,"House in Torre, Recife",https://pe.olx.com.br/grande-recife/imoveis/awm-estacao-carmen-maria-lancamento-1015440473
425,House_AD,For sale,3,81m²,2,R$ 0,Recife,Pina,R$ 705.470.,"House in Pina, Recife",https://pe.olx.com.br/grande-recife/imoveis/apartamento-para-venda-possui-81-metros-quadrados-com-3-quartos-em-pina-recife-pe-1006724842
426,House_AD,For sale,3,71m²,,R$ 0,Recife,Pina,R$ 455.000.,"House in Pina, Recife",https://pe.olx.com.br/grande-recife/imoveis/abc-forte-de-sao-pedro-pronto-1015440469
427,House_AD,For sale,3,130m²,,R$ 0,Recife,Boa Viagem,R$ 740.000.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/rec-baia-helsinki-pronto-1015440470
428,House_AD,For sale,,23m²,,R$ 0,Recife,Boa Viagem,R$ 260.000.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/con-studio-one-classic-pronto-1015440461
429,House_AD,For sale,,33m²,,R$ 0,Recife,Boa Viagem,R$ 562.500.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/rom-ivani-silvestre-pronto-1015440464
430,House_AD,For sale,3,140m²,2,R$ 700,Olinda,Casa Caiada,R$ 620.000.,"House in Casa Caiada, Olinda",https://pe.olx.com.br/grande-recife/imoveis/apt-prox-do-shopping-otima-localizacao-970113678
431,House_AD,For sale,4,161m²,2,R$ 0,Cabo de Santo Agostinho,Paiva,R$ 2.025.000.,"House in Paiva, Cabo de Santo Agostinho",https://pe.olx.com.br/grande-recife/imoveis/apto-no-paiva-de-altissimo-padrao-rio-ave-com-161m-4-suites-beira-mar-e-2-vagas-968219595
432,House_AD,For sale,2,65m²,,R$ 555,Recife,Boa Viagem,R$ 350.000.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/vendo-ligue-e-agende-ja-sua-visita-990150437
433,House_AD,For sale,2,46m²,,R$ 0,Recife,Boa Viagem,R$ 335.700.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/bv-bosque-boa-viagem-pronto-1015440457
434,House_AD,For sale,4,135m²,2,R$ 0,Recife,Boa Viagem,R$ 1.463.000.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/mod-allure-s-village-pronto-1015440460
435,House_AD,For sale,3,115m²,2,R$ 0,Recife,Boa Viagem,R$ 700.000.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/vendo-3qtos-bem-localizado-oportunidade-unica-988526266
436,House_AD,For sale,3,145m²,2,R$ 0,Recife,Boa Viagem,R$ 740.000.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/vendo-3qtos-proximo-a-praia-oportunidade-unica-1001750555
437,House_AD,For sale,4,146m²,2,R$ 0,Recife,Boa Viagem,R$ 1.200.000.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/rom-jayme-figueiredo-construcao-1015440451
438,House_AD,For sale,4,135m²,2,R$ 800,Olinda,Casa Caiada,R$ 935.000.,"House in Casa Caiada, Olinda",https://pe.olx.com.br/grande-recife/imoveis/apt-na-beira-de-olinda-985761991
439,House_AD,For sale,4,135m²,2,R$ 800,Olinda,Casa Caiada,R$ 935.000.,"House in Casa Caiada, Olinda",https://pe.olx.com.br/grande-recife/imoveis/apt-na-beira-de-olinda-985761991
440,House_AD,For sale,5,503m²,,R$ 0,Cabo de Santo Agostinho,Paiva,R$ 5.500.000.,"House in Paiva, Cabo de Santo Agostinho",https://pe.olx.com.br/grande-recife/imoveis/apartamento-a-venda-no-bairro-paiva-cabo-de-santo-agostinho-pe-1012117285
441,House_AD,For sale,3,96m²,2,R$ 0,Recife,Dois Irmãos,R$ 870.000.,"House in Dois Irmãos, Recife",https://pe.olx.com.br/grande-recife/imoveis/bfc-edesio-pessoa-pronto-1015440412
442,House_AD,For sale,2,46m²,,R$ 0,Recife,Dois Irmãos,R$ 285.000.,"House in Dois Irmãos, Recife",https://pe.olx.com.br/grande-recife/imoveis/rei-castelo-de-ravena-pronto-1015440410
443,House_AD,For sale,2,53m²,,R$ 0,Recife,Imbiribeira,R$ 299.980.,"House in Imbiribeira, Recife",https://pe.olx.com.br/grande-recife/imoveis/tq-luar-de-boa-viagem-contrucao-1015440404
444,House_AD,For sale,3,89m²,2,R$ 0,Recife,Rosarinho,R$ 736.000.,"House in Rosarinho, Recife",https://pe.olx.com.br/grande-recife/imoveis/hab-porto-jardins-rosarinho-pronto-1015440353
445,House_AD,For sale,4,126m²,2,R$ 0,Recife,Pina,R$ 1.257.400.,"House in Pina, Recife",https://pe.olx.com.br/grande-recife/imoveis/rec-maria-laura-pronto-1015440356
446,House_AD,For sale,3,71m²,,R$ 0,Recife,Rosarinho,R$ 479.400.,"House in Rosarinho, Recife",https://pe.olx.com.br/grande-recife/imoveis/rec-arcadia-pronto-1015440342
447,House_AD,For sale,2,57m²,,R$ 0,Recife,Casa Amarela,R$ 321.000.,"House in Casa Amarela, Recife",https://pe.olx.com.br/grande-recife/imoveis/cn-paulo-ferreira-construcao-1015440344
448,House_AD,For sale,3,91m²,2,R$ 0,Recife,Boa Viagem,R$ 827.400.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/exa-terazza-boa-viagem-construcao-1015440346
449,House_AD,For sale,3,59m²,,R$ 0,Recife,Madalena,R$ 356.000.,"House in Madalena, Recife",https://pe.olx.com.br/grande-recife/imoveis/tino-madalena-prime-construcao-1015440338
450,House_AD,For sale,3,61m²,,R$ 0,Recife,Prado,R$ 395.000.,"House in Prado, Recife",https://pe.olx.com.br/grande-recife/imoveis/tm-villarreal-pronto-1015440339
451,House_AD,For sale,3,67m²,,R$ 0,Recife,Ilha do Retiro,R$ 550.000.,"House in Ilha do Retiro, Recife",https://pe.olx.com.br/grande-recife/imoveis/hn-varandas-da-ilha-construcao-1015440340
452,House_AD,For sale,4,123m²,2,R$ 0,Recife,Madalena,R$ 954.000.,"House in Madalena, Recife",https://pe.olx.com.br/grande-recife/imoveis/md-zelia-macedo-construcao-1015440330
453,House_AD,For sale,,35m²,,R$ 0,Recife,Espinheiro,R$ 327.300.,"House in Espinheiro, Recife",https://pe.olx.com.br/grande-recife/imoveis/hab-porto-design-construcao-1015440336
454,House_AD,For sale,3,93m²,2,R$ 0,Recife,Casa Amarela,R$ 680.000.,"House in Casa Amarela, Recife",https://pe.olx.com.br/grande-recife/imoveis/hya-varanda-do-bosque-construcao-1015440323
455,House_AD,For sale,2,63m²,,R$ 0,Recife,Tamarineira,R$ 410.000.,"House in Tamarineira, Recife",https://pe.olx.com.br/grande-recife/imoveis/hya-bosque-da-tamarineira-construcao-1015440324
456,House_AD,For sale,,40m²,,R$ 0,Recife,Boa Viagem,R$ 328.000.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/bit-puerto-blanco-pronto-1015440325
457,House_AD,For sale,2,50m²,,R$ 0,Recife,Rosarinho,R$ 349.000.,"House in Rosarinho, Recife",https://pe.olx.com.br/grande-recife/imoveis/rocc-park-dumont-pronto-1015440326
458,House_AD,For sale,,32m²,,R$ 0,Recife,Soledade,R$ 285.000.,"House in Soledade, Recife",https://pe.olx.com.br/grande-recife/imoveis/con-vita-classic-pronto-1015440327
459,House_AD,For sale,3,67m²,,R$ 0,Recife,Casa Amarela,R$ 435.500.,"House in Casa Amarela, Recife",https://pe.olx.com.br/grande-recife/imoveis/rom-fantasy-construcao-1015440319
460,House_AD,For sale,3,67m²,,R$ 0,Recife,Pina,R$ 399.000.,"House in Pina, Recife",https://pe.olx.com.br/grande-recife/imoveis/abc-forte-de-sao-paulo-pronto-1015440310
461,House_AD,For sale,2,46m²,,R$ 0,Recife,Madalena,R$ 355.000.,"House in Madalena, Recife",https://pe.olx.com.br/grande-recife/imoveis/rei-casttelo-de-edimburgo-pronto-1015440304
462,House_AD,For sale,2,56m²,,R$ 0,Recife,Casa Amarela,R$ 400.000.,"House in Casa Amarela, Recife",https://pe.olx.com.br/grande-recife/imoveis/tq-luar-do-araial-construcao-1015440275
463,House_AD,For sale,2,66m²,,R$ 605,Recife,Casa Amarela,R$ 370.000.,"House in Casa Amarela, Recife",https://pe.olx.com.br/grande-recife/imoveis/awm-leonardo-falcao-pronto-1015440266
464,House_AD,For sale,2,52m²,,R$ 0,Recife,Boa Viagem,R$ 370.000.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/con-mirante-classic-pronto-1015440268
465,House_AD,For sale,3,80m²,2,R$ 0,Recife,Boa Viagem,R$ 560.000.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/tq-luar-da-praia-pronto-1015440269
466,House_AD,For sale,3,94m²,2,R$ 886,Recife,Parnamirim,R$ 933.500.,"House in Parnamirim, Recife",https://pe.olx.com.br/grande-recife/imoveis/cas-porto-mondego-pronto-1015440272
467,House_AD,For sale,3,97m²,2,R$ 0,Recife,Boa Viagem,R$ 905.000.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/pls-salamanca-pronto-1015440273
468,House_AD,For sale,2,61m²,,R$ 0,Recife,Madalena,R$ 375.000.,"House in Madalena, Recife",https://pe.olx.com.br/grande-recife/imoveis/jme-antibes-pronto-1015440261
469,House_AD,For sale,3,92m²,,R$ 0,Recife,Boa Viagem,R$ 754.000.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/con-rosa-de-campos-classic-1015440243
470,House_AD,For sale,2,61m²,,R$ 400,Recife,Iputinga,R$ 165.000.,"House in Iputinga, Recife",https://pe.olx.com.br/grande-recife/imoveis/apartamento-com-2-dormitorios-a-venda-61-m-por-r-165-000-00-iputinga-recife-pe-1003737051
471,House_AD,For rent,4,150m²,3,R$ 0,Recife,Boa Viagem,R$ 6.200.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/more-a-beira-mar-de-boa-viagem-4stes-varanda-lavabo-armarios-piscina-esta-esperando-o-que-1011609078
472,House_AD,For rent,3,75m²,,R$ 0,Recife,Várzea,R$ 1.500.,"House in Várzea, Recife",https://pe.olx.com.br/grande-recife/imoveis/apartamento-com-3-dormitorios-para-alugar-75-m-por-r-1-500-00-mes-varzea-recife-pe-1006123606
473,House_AD,For sale,3,121m²,,R$ 885,Recife,Boa Viagem,R$ 400.000.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/apartamento-residencial-a-venda-953194404
474,House_AD,For sale,2,68m²,,R$ 500,Recife,Madalena,R$ 390.000.,"House in Madalena, Recife",https://pe.olx.com.br/grande-recife/imoveis/apartamento-a-venda-68-m-por-r-390-000-00-madalena-recife-pe-991348522
475,House_AD,For sale,2,46m²,,R$ 0,Recife,Torre,R$ 320.000.,"House in Torre, Recife",https://pe.olx.com.br/grande-recife/imoveis/ct-parque-torre-pronto-1015440201
476,House_AD,,,450m²,,,Camaragibe,Vale das Pedreiras,R$ 40.000.,"House in Vale das Pedreiras, Camaragibe",https://pe.olx.com.br/grande-recife/terrenos/lote-em-itamaraca-forte-orange-986724737
477,House_AD,For sale,2,60m²,,R$ 450,Recife,Encruzilhada,R$ 417.000.,"House in Encruzilhada, Recife",https://pe.olx.com.br/grande-recife/imoveis/jean-charles-encruzilhada-ultima-unidade-piscina-minicampo-playground-academia-2-qu-1001677782
478,House_AD,For sale,2,46m²,,,Recife,Campo Grande,R$ 285.000.,"House in Campo Grande, Recife",https://pe.olx.com.br/grande-recife/imoveis/apartamento-em-campo-grande-2-quartos-sendo-1-suite-piscina-playground-elevador-960041229
479,House_AD,For rent,2,47m²,,,Paulista,Pau Amarelo,R$ 550.,"House in Pau Amarelo, Paulista",https://pe.olx.com.br/grande-recife/imoveis/casa-em-pau-amarelo-2-quartos-sala-2-ambientes-1-wc-social-1-garagem-jardim-externo-965645359
480,House_AD,For sale,2,58m²,,,Recife,Casa Amarela,R$ 470.000.,"House in Casa Amarela, Recife",https://pe.olx.com.br/grande-recife/imoveis/jean-charles-casa-amarela-apartamento-para-venda-com-58m2-2-quartos-nascente-984722717
481,House_AD,For sale,2,50m²,,,Paulista,Pau Amarelo,R$ 145.000.,"House in Pau Amarelo, Paulista",https://pe.olx.com.br/grande-recife/imoveis/residencial-em-pau-amarelo-2-quartos-suite-sala-2-ambientes-varanda-terraco-cisterna-950037924
482,House_AD,For sale,,40m²,,,Jaboatão dos Guararapes,Barra de Jangada,R$ 279.163.,"House in Barra de Jangada, Jaboatão dos Guararapes",https://pe.olx.com.br/grande-recife/imoveis/mt-oportunidade-edificio-atalanta-40m-melhor-da-regiao-1015439955
483,House_AD,For rent,2,47m²,,,Paulista,Pau Amarelo,R$ 550.,"House in Pau Amarelo, Paulista",https://pe.olx.com.br/grande-recife/imoveis/casa-em-pau-amarelo-2-quartos-sala-2-ambientes-1-wc-social-1-garagem-jardim-externo-965645359
484,House_AD,For sale,2,58m²,,,Recife,Casa Amarela,R$ 470.000.,"House in Casa Amarela, Recife",https://pe.olx.com.br/grande-recife/imoveis/jean-charles-casa-amarela-apartamento-para-venda-com-58m2-2-quartos-nascente-984722717
485,House_AD,For sale,2,50m²,,,Paulista,Pau Amarelo,R$ 145.000.,"House in Pau Amarelo, Paulista",https://pe.olx.com.br/grande-recife/imoveis/residencial-em-pau-amarelo-2-quartos-suite-sala-2-ambientes-varanda-terraco-cisterna-950037924
486,House_AD,For sale,,40m²,,,Jaboatão dos Guararapes,Barra de Jangada,R$ 279.163.,"House in Barra de Jangada, Jaboatão dos Guararapes",https://pe.olx.com.br/grande-recife/imoveis/mt-oportunidade-edificio-atalanta-40m-melhor-da-regiao-1015439955
487,House_AD,For sale,4,134m²,2,R$ 0,Recife,Madalena,R$ 1.200.000.,"House in Madalena, Recife",https://pe.olx.com.br/grande-recife/imoveis/apartamento-a-venda-com-134m-4-dormitorios-sendo-2-suites-e-2-vagas-no-edf-giardino-bei-997616454
488,House_AD,For rent,3,188m²,3,R$ 0,Recife,Boa Viagem,R$ 1.700.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/casa-com-3-dormitorios-para-alugar-188-m-por-r-1-700-00-mes-boa-viagem-recife-pe-994187798
489,House_AD,For sale,,48m²,,R$ 1.344,Recife,Boa Viagem,R$ 325.000.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/apartamento-a-venda-em-boa-viagem-1-quarto-cozinha-integrada-e-1-vaga-929752519
490,House_AD,,,30m²,,R$ 645,Recife,Boa Vista,R$ 160.000.,"House in Boa Vista, Recife",https://pe.olx.com.br/grande-recife/comercio-e-industria/vendo-sala-comercial-no-empresarial-burle-marx-1009942954
491,House_AD,For sale,5,297m²,5,R$ 4.500,Recife,Santana,R$ 3.200.000.,"House in Santana, Recife",https://pe.olx.com.br/grande-recife/imoveis/apartamento-4-suites-em-casa-forte-919755699
492,House_AD,For sale,3,159m²,2,R$ 1.200,Olinda,Bairro Novo,R$ 530.000.,"House in Bairro Novo, Olinda",https://pe.olx.com.br/grande-recife/imoveis/apartamento-para-venda-possui-159-metros-quadrados-com-3-quartos-em-bairro-novo-olinda-988397854
493,House_AD,For sale,3,77m²,,R$ 350,Recife,Boa Viagem,R$ 210.000.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/venda-rapida-apto-em-setubal-1015439590
494,House_AD,For sale,5,210m²,,,Recife,Casa Forte,R$ 1.200.000.,"House in Casa Forte, Recife",https://pe.olx.com.br/grande-recife/imoveis/casa-com-329m-de-area-total-localizada-bem-pertinho-da-praca-de-casa-forte-954163281
495,House_AD,For sale,4,145m²,3,R$ 0,Recife,Casa Forte,R$ 1.014.000.,"House in Casa Forte, Recife",https://pe.olx.com.br/grande-recife/imoveis/aurora-17-seu-paraiso-no-coracao-de-casa-forte-988169620
496,House_AD,For sale,3,88m²,,R$ 612,Olinda,Casa Caiada,R$ 310.000.,"House in Casa Caiada, Olinda",https://pe.olx.com.br/grande-recife/imoveis/apartamento-excelente-localizacao-em-casa-caiada-2-dormitorios-reversivel-950973112
497,House_AD,,,24m²,,R$ 0,Recife,Madalena,R$ 1.000.,"House in Madalena, Recife",https://pe.olx.com.br/grande-recife/comercio-e-industria/sala-comercial-para-locacao-em-recife-madalena-1-dormitorio-999413785
498,House_AD,For sale,3,81m²,2,R$ 0,Recife,Boa Viagem,R$ 550.000.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/apartamento-3-quartos-em-boa-viagem-996699936
499,House_AD,For sale,3,110m²,2,R$ 910,Recife,Prado,R$ 495.000.,"House in Prado, Recife",https://pe.olx.com.br/grande-recife/imoveis/apartamento-excelente-no-prado-110-m2-totalmente-nascente-vita-linda-e-definida-924891590
500,House_AD,For sale,3,99m²,,R$ 1.100,Recife,Parnamirim,R$ 350.000.,"House in Parnamirim, Recife",https://pe.olx.com.br/grande-recife/imoveis/oportunidade-unica-ha-poucos-metros-do-parque-da-jaqueira-997760864
501,House_AD,For rent,,28m²,,R$ 0,Recife,Boa Vista,R$ 1.600.,"House in Boa Vista, Recife",https://pe.olx.com.br/grande-recife/imoveis/apartamento-mobiliado-boa-vista-ed-4-outubro-28-m2-com-1-quarto-recife-pe-1006336358
502,House_AD,For sale,3,68m²,,R$ 120,Recife,Cordeiro,R$ 339.000.,"House in Cordeiro, Recife",https://pe.olx.com.br/grande-recife/imoveis/casa-com-3-quartos-67-m-a-venda-por-r-399-000-998291432
503,House_AD,For sale,3,106m²,,R$ 1.000,Recife,Tamarineira,R$ 400.000.,"House in Tamarineira, Recife",https://pe.olx.com.br/grande-recife/imoveis/apartamento-para-venda-tem-106-metros-quadrados-com-3-quartos-em-tamarineira-recife-pe-988085892
504,House_AD,For sale,4,135m²,2,,Jaboatão dos Guararapes,Centro,R$ 935.187.,"House in Centro, Jaboatão dos Guararapes",https://pe.olx.com.br/grande-recife/imoveis/mt-lindo-apartamento-de-4-quartos-com-varanda-gorumet-em-candeias-ocean-tower-1015439277
505,House_AD,For rent,3,81m²,2,R$ 0,Recife,Boa Viagem,R$ 4.200.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/alugo-edf-maria-emilia-81m2-3quartos-moveis-fixos-938967412
506,House_AD,,,295m²,,R$ 0,Recife,Recife,R$ 7.000.,"House in Recife, Recife",https://pe.olx.com.br/grande-recife/comercio-e-industria/espaco-comercial-no-recife-antigo-taxas-inclusas-914601158
507,House_AD,For sale,3,155m²,3,R$ 130,Paulista,Nossa Senhora do Ó,R$ 250.000.,"House in Nossa Senhora do Ó, Paulista",https://pe.olx.com.br/grande-recife/imoveis/apartamento-a-venda-nossa-senhora-do-o-pau-amarelo-paulista-pe-984963361
508,House_AD,,,42m²,,,Recife,Ilha do Leite,R$ 3.500.,"House in Ilha do Leite, Recife",https://pe.olx.com.br/grande-recife/comercio-e-industria/sala-conjunto-para-aluguel-e-venda-com-42-metros-quadrados-em-ilha-do-leite-recife-pe-980942611
509,House_AD,,,1500m²,,R$ 0,Paulista,Pau Amarelo,R$ 2.100.000.,"House in Pau Amarelo, Paulista",https://pe.olx.com.br/grande-recife/comercio-e-industria/posto-de-gasolina-no-janga-1006987843
510,House_AD,For sale,3,159m²,2,R$ 0,Olinda,Salgadinho,R$ 520.000.,"House in Salgadinho, Olinda",https://pe.olx.com.br/grande-recife/imoveis/casa-com-3-dormitorios-a-venda-159-m-por-r-520-000-00-salgadinho-olinda-pe-919443670
511,House_AD,For rent,3,81m²,2,R$ 0,Recife,Boa Viagem,R$ 4.200.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/boa-viagem-3-quartos-81m-varanda-area-de-lazer-semi-mobilhado-938453079
512,House_AD,For sale,,40m²,,,Recife,Soledade,R$ 271.000.,"House in Soledade, Recife",https://pe.olx.com.br/grande-recife/imoveis/novo-soledade-imperdivel-com-excelente-area-de-lazer-941454585
513,House_AD,For rent,2,,,,Jaboatão dos Guararapes,Cajueiro Seco,R$ 1.300.,"House in Cajueiro Seco, Jaboatão dos Guararapes",https://pe.olx.com.br/grande-recife/imoveis/lindos-imoveis-em-cajueiro-seco-com-amplo-quintal-e-garagem-pra-2-carros-473196332
514,House_AD,For sale,4,132m²,2,R$ 0,Recife,Ilha do Retiro,R$ 1.281.997.,"House in Ilha do Retiro, Recife",https://pe.olx.com.br/grande-recife/imoveis/encantador-apartamento-terrazza-beira-rio-127m-e-132m-1015438788
515,House_AD,For sale,2,47m²,,R$ 0,Jaboatão dos Guararapes,Candeias,R$ 149.200.,"House in Candeias, Jaboatão dos Guararapes",https://pe.olx.com.br/grande-recife/imoveis/reserva-candeias-941818216
516,House_AD,For sale,3,240m²,3,R$ 0,Recife,Ipsep,R$ 549.900.,"House in Ipsep, Recife",https://pe.olx.com.br/grande-recife/imoveis/casa-com-3-quartos-e-3-vagas-no-recife-venda-casa-em-ipsep-981884974
517,House_AD,For sale,3,130m²,2,R$ 880,Jaboatão dos Guararapes,Piedade,R$ 689.900.,"House in Piedade, Jaboatão dos Guararapes",https://pe.olx.com.br/grande-recife/imoveis/apartamento-3-suites-2-vagas-em-piedade-venda-edf-palma-de-maiorca-944111401
518,House_AD,For sale,3,89m²,2,,Jaboatão dos Guararapes,Centro,R$ 719.361.,"House in Centro, Jaboatão dos Guararapes",https://pe.olx.com.br/grande-recife/imoveis/mt-lindo-apartamento-em-candeias-com-varanda-gourmet-03-quartos-ocean-way-1015438563
519,House_AD,For sale,2,45m²,,R$ 225,Jaboatão dos Guararapes,Piedade,R$ 150.000.,"House in Piedade, Jaboatão dos Guararapes",https://pe.olx.com.br/grande-recife/imoveis/apartamento-padrao-1004952840
520,House_AD,For sale,3,120m²,2,R$ 0,Recife,Parnamirim,R$ 750.000.,"House in Parnamirim, Recife",https://pe.olx.com.br/grande-recife/imoveis/apartamento-para-venda-com-120-metros-quadrados-com-3-quartos-em-parnamirim-recife-pe-996482411
521,House_AD,For sale,3,104m²,,R$ 900,Recife,Parnamirim,R$ 420.000.,"House in Parnamirim, Recife",https://pe.olx.com.br/grande-recife/imoveis/apartamento-padrao-986072128
522,House_AD,For sale,2,48m²,,R$ 0,Recife,Boa Vista,R$ 369.000.,"House in Boa Vista, Recife",https://pe.olx.com.br/grande-recife/imoveis/oportunidade-para-adquirir-seu-apto-em-uma-excelente-localizacao-com-o-m2-mais-barato-da-987800121
523,House_AD,For sale,3,310m²,3,R$ 0,Recife,Várzea,R$ 700.000.,"House in Várzea, Recife",https://pe.olx.com.br/grande-recife/imoveis/terrea-310-m-com-3-quartos-na-cdu-recife-pe-984894648
524,House_AD,For sale,3,,,,Abreu e Lima,Timbó,R$ 280.000.,"House in Timbó, Abreu e Lima",https://pe.olx.com.br/grande-recife/imoveis/casa-a-venda-abreu-e-lima-1015438462
525,House_AD,For sale,,48m²,,R$ 730,Recife,Boa Viagem,R$ 270.000.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/apartamento-para-venda-possui-48-metros-quadrados-com-1-quarto-em-boa-viagem-recife-pe-957560751
526,House_AD,For rent,2,45m²,,R$ 565,Recife,Casa Amarela,R$ 1.200.,"House in Casa Amarela, Recife",https://pe.olx.com.br/grande-recife/imoveis/edf-enseada-dos-ventos-938935533
527,House_AD,For sale,3,75m²,,R$ 0,Jaboatão dos Guararapes,Piedade,R$ 210.000.,"House in Piedade, Jaboatão dos Guararapes",https://pe.olx.com.br/grande-recife/imoveis/apartamento-para-venda-possui-75-metros-quadrados-com-3-quartos-991822685
528,House_AD,,,19m²,,R$ 0,Recife,Santo Amaro,R$ 900.,"House in Santo Amaro, Recife",https://pe.olx.com.br/grande-recife/comercio-e-industria/als161-edf-espaco-865-938935907
529,House_AD,,,644m²,,R$ 0,Camaragibe,Timbí,R$ 1.500.000.,"House in Timbí, Camaragibe",https://pe.olx.com.br/grande-recife/comercio-e-industria/avg05-galpao-camaragibe-938935795
530,House_AD,For rent,2,40m²,,,Vitória de Santo Antão,Matriz,R$ 600.,"House in Matriz, Vitória de Santo Antão",https://pe.olx.com.br/grande-recife/imoveis/apartamento-para-alugar-2-quartos-borges-1015438141
531,House_AD,For sale,4,135m²,2,R$ 736,Recife,Boa Viagem,R$ 1.390.000.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/vk-132m2-4qts-2-st-acima-do-20-andar-1015437988
532,House_AD,For sale,3,131m²,2,R$ 1.000,Recife,Graças,R$ 530.000.,"House in Graças, Recife",https://pe.olx.com.br/grande-recife/imoveis/apartamento-para-venda-com-131-metros-quadrados-com-3-quartos-em-gracas-recife-pe-946207163
533,House_AD,For sale,3,65m²,,R$ 0,Paulista,Janga,R$ 185.000.,"House in Janga, Paulista",https://pe.olx.com.br/grande-recife/imoveis/m-vendo-apartamento-na-avenida-no-janga-c-3-e-2-banheiros-1009922775
534,House_AD,For sale,3,94m²,2,R$ 0,Recife,Parnamirim,R$ 933.522.,"House in Parnamirim, Recife",https://pe.olx.com.br/grande-recife/imoveis/apartamento-de-94-metros-quadrados-no-bairro-parnamirim-com-3-quartos-992004922
535,House_AD,For sale,2,96m²,,R$ 0,Recife,Parnamirim,R$ 380.000.,"House in Parnamirim, Recife",https://pe.olx.com.br/grande-recife/imoveis/edf-maria-eduarda-apartamento-com-2-dormitorios-a-venda-96-m-por-r-380-000-parnamirim-1006956538
536,House_AD,For sale,4,136m²,2,R$ 1.150,Recife,Pina,R$ 1.450.000.,"House in Pina, Recife",https://pe.olx.com.br/grande-recife/imoveis/edf-carlos-drumont-de-andrade-boa-viagem-136m-4-quartos-pronto-nascente-alto-padr-1007669896
537,House_AD,For sale,3,140m²,2,R$ 360,Jaboatão dos Guararapes,Candeias,R$ 250.000.,"House in Candeias, Jaboatão dos Guararapes",https://pe.olx.com.br/grande-recife/imoveis/excelente-oportunidade-venda-apartamento-140-mts-com-3qts-2-suites-02-vagas-garagem-988525008
538,House_AD,For sale,4,208m²,4,R$ 0,Recife,Recife,R$ 1.400.000.,"House in Recife, Recife",https://pe.olx.com.br/grande-recife/imoveis/apartamento-para-venda-possui-208-metros-quadrados-com-4-quartos-em-recife-recife-pe-984683467
539,House_AD,For sale,3,86m²,,R$ 900,Recife,Boa Viagem,R$ 1.200.000.,"House in Boa Viagem, Recife",https://pe.olx.com.br/grande-recife/imoveis/apartamento-com-3-quartos-a-venda-86-m-por-r-1-200-000-boa-viagem-recife-pe-996571263
540,House_AD,For sale,4,124m²,,R$ 0,Recife,Iputinga,R$ 350.000.,"House in Iputinga, Recife",https://pe.olx.com.br/grande-recife/imoveis/apartamento-a-500-m-da-av-caxanga-1015437568
