Status,# Rooms,Area (m²),# Car Spots,Condominium Fee (BRL),City,Neighborhood,Price (BRL)
357,For sale,4.0,140.0,2.0,0.0,Recife,Boa Viagem,900000.0
358,For sale,4.0,300.0,3.0,1800.0,Recife,Casa Forte,1200000.0
359,For sale,2.0,46.0,0,0.0,Paulista,Jaguaribe,142000.0
360,For sale,2.0,53.0,0,0.0,Jaboatão dos Guararapes,Candeias,175900.0
361,For sale,2.0,55.0,0,0.0,Paulista,Janga,140000.0
362,For sale,3.0,120.0,0,800.0,Recife,Boa Viagem,580000.0
363,For sale,3.0,80.0,0,765.0,Recife,Espinheiro,450000.0
364,For sale,3.0,73.0,0,275.0,Recife,Tamarineira,240000.0
365,For sale,,30.0,0,895.0,Jaboatão dos Guararapes,Candeias,180000.0
366,For sale,3.0,94.0,2.0,0.0,Recife,Parnamirim,1096000.0
367,For sale,4.0,155.0,2.0,0.0,Recife,Boa Viagem,750000.0
368,For sale,3.0,86.0,2.0,0.0,Recife,Boa Viagem,730000.0
369,For sale,3.0,93.0,2.0,0.0,Recife,Boa Viagem,1195000.0
370,For sale,2.0,76.0,0,506.0,Recife,Boa Viagem,250000.0
371,For sale,2.0,55.0,0,50.0,Olinda,Fragoso,170000.0
372,For sale,,35.0,0,0.0,Recife,Graças,285000.0
373,For sale,4.0,166.0,2.0,1358.0,Recife,Madalena,800000.0
374,For sale,4.0,200.0,2.0,500.0,Camaragibe,Aldeia dos Camarás,560000.0
375,For sale,5.0,220.0,2.0,1500.0,Recife,Espinheiro,700000.0
376,For sale,5.0,384.0,3.0,0.0,Caruaru,Luiz Gonzaga,450000.0
377,For sale,3.0,80.0,2.0,0.0,Recife,Boa Viagem,900000.0
378,For sale,2.0,60.0,0,0.0,Recife,Boa Viagem,375000.0
379,For sale,3.0,96.0,2.0,800.0,Olinda,Casa Caiada,345000.0
380,For sale,,32.0,0,0.0,Recife,Poço,386086.0
381,For sale,3.0,67.0,0,350.0,Recife,Imbiribeira,367999.0
382,For sale,2.0,55.0,0,242.0,Camaragibe,Alberto Maia,189000.0
383,For sale,3.0,74.0,2.0,500.0,Recife,Boa Viagem,550000.0
384,For sale,,50.0,0,0.0,Recife,Alto do Mandu,28000.0
385,For sale,3.0,163.0,2.0,1018.0,Recife,Espinheiro,850000.0
386,For sale,3.0,63.0,0,225.0,Jaboatão dos Guararapes,Candeias,150000.0
387,For sale,3.0,63.0,0,550.0,Recife,Campo Grande,235000.0
388,For sale,3.0,105.0,2.0,850.0,Recife,Encruzilhada,698000.0
389,For sale,2.0,46.0,0,200.0,Paulista,Jaguarana,48999.0
390,For sale,2.0,113.0,2.0,0.0,Cabo de Santo Agostinho,Paiva,900000.0
391,For sale,3.0,72.0,0,0.0,Recife,Pina,460000.0
392,For sale,4.0,140.0,2.0,1000.0,Recife,Pina,1400000.0
393,For sale,3.0,160.0,2.0,1080.0,Recife,Boa Viagem,460000.0
394,For sale,4.0,352.0,3.0,0.0,Jaboatão dos Guararapes,Piedade,750000.0
395,For sale,,24.0,0,0.0,Recife,Boa Viagem,207600.0
396,For sale,4.0,268.0,0,875.0,Recife,Boa Viagem,695000.0
397,For sale,2.0,58.0,0,700.0,Recife,Madalena,360000.0
398,For sale,4.0,115.0,0,900.0,Gravatá,Porta Florada,420000.0
399,For sale,4.0,410.0,3.0,2800.0,Recife,Boa Viagem,4500000.0
400,For sale,2.0,70.0,0,0.0,Paulista,Mirueira,219000.0
401,For sale,2.0,43.0,2.0,0.0,Jaboatão dos Guararapes,Marcos Freire,65000.0
402,For sale,3.0,122.0,2.0,0.0,Recife,Casa Forte,970000.0
403,For sale,4.0,350.0,4.0,0.0,Camaragibe,Aldeia dos Camarás,750000.0
404,For sale,4.0,152.0,2.0,1100.0,Recife,Boa Viagem,1760000.0
405,For sale,3.0,75.0,0,0.0,Recife,Estância,210000.0
406,For sale,4.0,200.0,2.0,0.0,Camaragibe,Aldeia dos Camarás,470000.0
407,For sale,3.0,75.0,0,0.0,Jaboatão dos Guararapes,Candeias,380000.0
408,For sale,4.0,250.0,2.0,1400.0,Recife,Casa Amarela,850000.0
409,For sale,4.0,122.0,3.0,1100.0,Recife,Rosarinho,950000.0
410,For sale,4.0,152.0,3.0,0.0,Recife,Ilha do Retiro,900000.0
411,For sale,3.0,63.0,0,600.0,Recife,Casa Amarela,439500.0
412,For sale,3.0,91.0,2.0,0.0,Recife,Torre,620000.0
413,For sale,4.0,411.0,3.0,3500.0,Recife,Boa Viagem,4500000.0
414,For sale,4.0,130.0,2.0,1000.0,Recife,Boa Viagem,1647811.0
415,For sale,2.0,49.0,0,0.0,Recife,Poço,315000.0
416,For sale,,24.0,0,500.0,Recife,Boa Viagem,267215.0
417,For sale,3.0,120.0,0,800.0,Olinda,Casa Caiada,420000.0
418,For sale,2.0,45.0,0,0.0,Recife,Iputinga,250000.0
419,For sale,3.0,90.0,0,350.0,Recife,Pina,270000.0
420,For sale,,35.0,0,0.0,Jaboatão dos Guararapes,Piedade,215000.0
421,For sale,,40.0,0,0.0,Jaboatão dos Guararapes,Candeias,284999.0
422,For sale,3.0,134.0,0,0.0,Recife,Casa Amarela,650000.0
423,For sale,3.0,86.0,0,580.0,Recife,Torre,230000.0
424,For sale,4.0,103.0,0,0.0,Jaboatão dos Guararapes,Candeias,235000.0
425,For sale,3.0,130.0,2.0,1200.0,Recife,Tamarineira,450000.0
426,For sale,3.0,150.0,2.0,0.0,Recife,Boa Viagem,850000.0
427,For sale,3.0,135.0,2.0,0.0,Jaboatão dos Guararapes,Piedade,600000.0
428,For sale,2.0,85.0,2.0,750.0,Jaboatão dos Guararapes,Candeias,330000.0
429,For sale,3.0,98.0,2.0,748.0,Jaboatão dos Guararapes,Candeias,380000.0
430,For sale,3.0,75.0,2.0,600.0,Caruaru,Universitário,340000.0
431,For sale,3.0,117.0,2.0,0.0,Caruaru,Luiz Gonzaga,340000.0
432,For sale,2.0,45.0,0,0.0,Recife,Boa Vista,351000.0
433,For sale,2.0,54.0,0,0.0,Paulista,Jaguaribe,150000.0
434,For sale,3.0,80.0,0,250.0,Jaboatão dos Guararapes,Piedade,210000.0
435,For sale,4.0,420.0,4.0,2600.0,Recife,Boa Viagem,4487900.0
436,For sale,2.0,48.0,0,465.0,Recife,Boa Viagem,369000.0
437,For sale,3.0,142.0,0,1260.0,Recife,Boa Viagem,650000.0
438,For sale,3.0,106.0,2.0,750.0,Recife,Casa Amarela,870000.0
439,For sale,3.0,87.0,2.0,1000.0,Recife,Boa Viagem,870000.0
440,For sale,,38.0,0,358.0,Recife,Boa Vista,357000.0
441,For sale,4.0,152.0,2.0,0.0,Recife,Boa Viagem,1760000.0
442,For sale,2.0,57.0,0,0.0,Recife,Santo Amaro,390000.0
443,For sale,3.0,260.0,3.0,0.0,Recife,Torre,999000.0
444,For sale,2.0,57.0,0,350.0,Recife,Encruzilhada,420000.0
445,For sale,3.0,66.0,0,0.0,Jaboatão dos Guararapes,Candeias,435000.0
446,For sale,2.0,51.0,0,0.0,Recife,Tamarineira,448000.0
447,For sale,3.0,80.0,2.0,500.0,Recife,Boa Viagem,520000.0
448,For sale,3.0,19.0,2.0,0.0,Recife,Boa Viagem,1590000.0
449,For sale,4.0,160.0,3.0,0.0,Recife,Boa Viagem,1600000.0
450,For sale,2.0,42.0,0,0.0,Camaragibe,Jardim Primavera,76400.0
451,For sale,2.0,50.0,0,0.0,Olinda,Bultrins,185000.0
452,For sale,2.0,55.0,0,0.0,Recife,Encruzilhada,296863.0
453,For sale,2.0,66.0,0,400.0,Recife,Imbiribeira,200000.0
454,For sale,2.0,58.0,0,0.0,Recife,Boa Viagem,580000.0
455,For sale,2.0,54.0,0,0.0,Olinda,Jardim Atlântico,247125.0
456,For sale,4.0,168.0,2.0,1250.0,Recife,Madalena,830000.0
457,For sale,2.0,70.0,0,0.0,Paulista,Pau Amarelo,165000.0
458,For sale,3.0,63.0,0,550.0,Recife,Casa Amarela,420000.0
459,For sale,2.0,50.0,0,190.0,Jaboatão dos Guararapes,Candeias,180000.0
460,For sale,4.0,120.0,2.0,1246.0,Recife,Boa Viagem,640000.0
461,For sale,4.0,290.0,2.0,2200.0,Recife,Monteiro,990000.0
462,For sale,3.0,90.0,2.0,500.0,Gravatá,Ebenezer,250000.0
463,For sale,2.0,63.0,0,0.0,Jaboatão dos Guararapes,Candeias,340000.0
464,For sale,3.0,90.0,2.0,500.0,Gravatá,Ebenezer,250000.0
465,For sale,2.0,63.0,0,0.0,Jaboatão dos Guararapes,Candeias,340000.0
466,For sale,2.0,64.0,0,0.0,Gravatá,Nossa Senhora das Graças,120000.0
467,For sale,2.0,140.0,2.0,0.0,Gravatá,Nossa Senhora das Graças,220000.0
468,For sale,3.0,100.0,0,0.0,Gravatá,Nossa Senhora das Graças,250000.0
469,For sale,2.0,68.0,0,160.0,Caruaru,Universitário,210000.0
470,For sale,3.0,134.0,0,0.0,Recife,Casa Amarela,650000.0
471,For sale,2.0,57.0,0,445.0,Recife,Encruzilhada,390000.0
472,For sale,4.0,378.0,4.0,2700.0,Jaboatão dos Guararapes,Piedade,1350000.0
473,For sale,4.0,246.0,3.0,1800.0,Recife,Boa Viagem,1100000.0
474,For sale,3.0,115.0,2.0,860.0,Recife,Madalena,600000.0
475,For sale,4.0,208.0,3.0,1430.0,Recife,Torre,1720000.0
476,For sale,,38.0,0,0.0,Recife,Boa Vista,325000.0
477,For sale,3.0,195.0,2.0,650.0,Gravatá,São José,500000.0
478,For sale,3.0,120.0,0,0.0,Jaboatão dos Guararapes,Candeias,279890.0
479,For sale,,36.0,0,0.0,Jaboatão dos Guararapes,Candeias,215000.0
480,For sale,4.0,90.0,0,0.0,Recife,Madalena,789000.0
481,For sale,3.0,65.0,0,200.0,Jaboatão dos Guararapes,Candeias,140000.0
482,For sale,3.0,120.0,0,1500.0,Recife,Graças,430000.0
483,For sale,4.0,168.0,0,1400.0,Recife,Pina,950000.0
484,For sale,,36.0,0,750.0,Jaboatão dos Guararapes,Barra de Jangada,200000.0
485,For sale,3.0,80.0,0,0.0,Recife,Cordeiro,383000.0
486,For sale,3.0,128.0,2.0,1100.0,Recife,Boa Viagem,990000.0
487,For sale,2.0,52.0,0,410.0,Recife,Boa Viagem,333000.0
488,For sale,3.0,80.0,0,0.0,Recife,Cordeiro,383000.0
489,For sale,3.0,128.0,2.0,1100.0,Recife,Boa Viagem,990000.0
490,For sale,2.0,52.0,0,410.0,Recife,Boa Viagem,333000.0
491,For sale,5.0,278.0,5.0,0.0,Recife,Espinheiro,780000.0
492,For sale,2.0,52.0,0,0.0,Igarassu,Cruz do Rebouças,150000.0
493,For sale,3.0,119.0,2.0,1315.0,Recife,Boa Viagem,680000.0
494,For sale,4.0,164.0,3.0,900.0,Recife,Boa Viagem,1580000.0
495,For sale,4.0,212.0,3.0,0.0,Cabo de Santo Agostinho,Paiva,2500000.0
496,For sale,4.0,125.0,2.0,0.0,Recife,Boa Viagem,1320000.0
497,For sale,3.0,135.0,0,500.0,Recife,Boa Vista,350000.0
498,For sale,4.0,241.0,3.0,0.0,Recife,Boa Viagem,3100000.0
499,For sale,2.0,60.0,2.0,400.0,Caruaru,Universitário,350000.0
500,For sale,3.0,69.0,0,670.0,Recife,Espinheiro,389000.0
501,For sale,,35.0,0,370.0,Recife,Casa Amarela,280000.0
502,For sale,2.0,65.0,0,200.0,Jaboatão dos Guararapes,Candeias,110000.0
503,For sale,4.0,238.0,3.0,2100.0,Jaboatão dos Guararapes,Piedade,1600000.0
504,For sale,3.0,79.0,0,0.0,Recife,Pina,705470.0
505,For sale,3.0,69.0,2.0,0.0,Jaboatão dos Guararapes,Piedade,280000.0
506,For sale,3.0,97.0,2.0,0.0,Jaboatão dos Guararapes,Candeias,630000.0
507,For sale,,40.0,0,0.0,Jaboatão dos Guararapes,Candeias,245000.0
508,For sale,2.0,53.0,0,0.0,Recife,Várzea,380900.0
509,For sale,3.0,75.0,0,450.0,Recife,Várzea,330000.0
510,For sale,3.0,158.0,0,820.0,Olinda,Bairro Novo,650000.0
511,For sale,2.0,114.0,0,0.0,Olinda,Bairro Novo,500000.0
512,For sale,3.0,89.0,2.0,850.0,Recife,Torre,550000.0
513,For sale,2.0,60.0,0,500.0,Jaboatão dos Guararapes,Candeias,280000.0
514,For sale,3.0,70.0,0,0.0,Recife,Iputinga,460000.0
515,For sale,4.0,173.0,2.0,1100.0,Recife,Boa Viagem,800000.0
516,For sale,5.0,470.0,5.0,850.0,Jaboatão dos Guararapes,Curado,2200000.0
517,For sale,4.0,149.0,2.0,720.0,Recife,Caxangá,595000.0
518,For sale,3.0,169.0,0,0.0,Caruaru,Maurício de Nassau,320000.0
519,For sale,3.0,83.0,0,0.0,Recife,Várzea,454000.0
520,For sale,3.0,73.0,0,401.0,Recife,Encruzilhada,485000.0
521,For sale,3.0,80.0,2.0,580.0,Recife,Aflitos,540000.0
522,For sale,3.0,60.0,0,0.0,Recife,Boa Vista,385400.0
523,For sale,3.0,280.0,2.0,0.0,Recife,Ipsep,350000.0
524,For sale,4.0,140.0,2.0,3000.0,Recife,Derby,3000000.0
525,For sale,4.0,190.0,2.0,0.0,Olinda,Amaro Branco,730000.0
526,For sale,3.0,136.0,2.0,1200.0,Recife,Boa Viagem,490000.0
527,For sale,2.0,81.0,0,410.0,Olinda,Rio Doce,240000.0
528,For sale,3.0,81.0,2.0,750.0,Recife,Boa Viagem,990000.0
529,For sale,3.0,123.0,0,1150.0,Recife,Graças,465000.0
530,For sale,3.0,100.0,2.0,0.0,Olinda,Casa Caiada,600000.0
531,For sale,2.0,106.0,2.0,0.0,Cabo de Santo Agostinho,Paiva,1300000.0
532,For sale,3.0,107.0,0,0.0,Olinda,Rio Doce,560000.0
533,For sale,4.0,173.0,4.0,900.0,Recife,Recife,1650000.0
534,For sale,4.0,174.0,2.0,1200.0,Jaboatão dos Guararapes,Piedade,850000.0
535,For sale,3.0,93.0,2.0,760.0,Recife,Casa Amarela,720000.0
536,For sale,3.0,107.0,2.0,0.0,Recife,Boa Viagem,810000.0
537,For sale,3.0,120.0,0,835.0,Recife,Encruzilhada,330000.0
538,For sale,2.0,44.0,0,300.0,Recife,Torre,350000.0
539,For sale,4.0,180.0,0,0.0,Paulista,Janga,245000.0
540,For sale,2.0,70.0,0,500.0,Recife,Boa Viagem,250000.0
541,For sale,3.0,110.0,2.0,900.0,Recife,Aflitos,565000.0
542,For sale,3.0,75.0,0,80.0,Olinda,Bairro Novo,145000.0
543,For sale,2.0,72.0,0,400.0,Gravatá,Nossa Senhora das Graças,350000.0
544,For sale,3.0,106.0,2.0,800.0,Recife,Boa Viagem,880000.0
545,For sale,3.0,120.0,2.0,900.0,Recife,Boa Viagem,850000.0
546,For sale,3.0,85.0,2.0,700.0,Recife,Boa Viagem,600000.0
547,For sale,3.0,90.0,2.0,940.0,Jaboatão dos Guararapes,Piedade,517000.0
548,For sale,2.0,42.0,0,0.0,Jaboatão dos Guararapes,Barra de Jangada,142000.0
549,For sale,2.0,42.0,0,0.0,Camaragibe,Alberto Maia,140900.0
550,For sale,2.0,400.0,5.0,0.0,Paulista,Janga,400000.0
551,For sale,3.0,67.0,0,0.0,Jaboatão dos Guararapes,Candeias,440000.0
552,For sale,,33.0,0,0.0,Jaboatão dos Guararapes,Piedade,247000.0
553,For sale,3.0,170.0,2.0,1152.0,Recife,Boa Viagem,1050000.0
554,For sale,2.0,50.0,0,250.0,Caruaru,Universitário,170000.0
555,For sale,3.0,67.0,0,0.0,Recife,Ilha do Retiro,532000.0
556,For sale,2.0,56.0,0,580.0,Recife,Boa Viagem,600000.0
557,For sale,,36.0,5.0,1.0,Recife,Graças,389000.0
558,For sale,4.0,100.0,0,800.0,Jaboatão dos Guararapes,Piedade,150000.0
559,For sale,2.0,45.0,0,0.0,Jaboatão dos Guararapes,Candeias,152999.0
560,For sale,,33.0,0,0.0,Jaboatão dos Guararapes,Candeias,186000.0
561,For sale,2.0,51.0,0,400.0,Recife,Madalena,370000.0
562,For sale,2.0,54.0,0,0.0,Jaboatão dos Guararapes,Piedade,315000.0
563,For sale,3.0,108.0,0,650.0,Recife,Boa Viagem,310000.0
564,For sale,3.0,90.0,2.0,400.0,Caruaru,Maurício de Nassau,450000.0
565,For sale,2.0,48.0,0,217.0,São Lourenço da Mata,Muribara,123000.0
566,For sale,3.0,97.0,2.0,0.0,Recife,Boa Viagem,830000.0
567,For sale,4.0,218.0,2.0,1900.0,Recife,Graças,1140000.0
568,For sale,2.0,90.0,0,650.0,Recife,Boa Viagem,460000.0
569,For sale,3.0,92.0,0,0.0,Recife,San Martin,450000.0
570,For sale,3.0,86.0,2.0,0.0,Recife,Boa Viagem,718177.0
571,For sale,4.0,112.0,2.0,0.0,Recife,Torre,790000.0
572,For sale,3.0,70.0,0,450.0,Recife,Rosarinho,220000.0
573,For sale,3.0,90.0,2.0,0.0,Recife,Pina,800000.0
574,For sale,2.0,40.0,0,0.0,Jaboatão dos Guararapes,Candeias,285000.0
575,For sale,4.0,143.0,2.0,250.0,Jaboatão dos Guararapes,Candeias,270000.0
576,For sale,2.0,50.0,0,0.0,Recife,Rosarinho,359000.0
577,For sale,2.0,48.0,0,732.0,Gravatá,Alpes Suiços,180000.0
578,For sale,5.0,190.0,2.0,1090.0,Gravatá,Gravatá Centro,860000.0
579,For sale,2.0,73.0,2.0,700.0,Jaboatão dos Guararapes,Candeias,370000.0
580,For sale,2.0,58.0,0,100.0,Olinda,Jardim Atlântico,100000.0
581,For sale,2.0,56.0,2.0,345.0,Jaboatão dos Guararapes,Piedade,340000.0
582,For sale,4.0,600.0,0,0.0,Olinda,Varadouro,750000.0
583,For sale,3.0,105.0,2.0,0.0,Recife,Casa Amarela,870000.0
584,For sale,4.0,113.0,2.0,0.0,Recife,Torre,819000.0
585,For sale,4.0,430.0,2.0,2700.0,Recife,Boa Viagem,1600000.0
586,For sale,2.0,46.0,0,0.0,Paulista,Janga,175000.0
587,For sale,3.0,89.0,2.0,627.0,Jaboatão dos Guararapes,Centro,650000.0
588,For sale,3.0,82.0,0,0.0,Jaboatão dos Guararapes,Candeias,429000.0
589,For sale,3.0,120.0,0,1500.0,Recife,Graças,390000.0
590,For sale,3.0,56.0,0,1.0,São Lourenço da Mata,Pixete,141000.0
591,For sale,3.0,370.0,5.0,0.0,Recife,Iputinga,1000000.0
592,For sale,2.0,44.0,0,175.0,Jaboatão dos Guararapes,Barra de Jangada,90000.0
593,For sale,2.0,47.0,0,450.0,Recife,Várzea,250000.0
594,For sale,4.0,120.0,2.0,900.0,Gravatá,Ebenezer,320000.0
595,For sale,3.0,120.0,0,650.0,Recife,Boa Viagem,600000.0
596,For sale,2.0,47.0,0,160.0,Jaboatão dos Guararapes,Dois Carneiros,138000.0
597,For sale,4.0,125.0,0,0.0,Recife,Boa Viagem,1400000.0
598,For sale,2.0,54.0,0,0.0,Jaboatão dos Guararapes,Barra de Jangada,430000.0
599,For sale,4.0,140.0,3.0,0.0,Recife,Ilha do Retiro,850000.0
600,For sale,3.0,171.0,3.0,0.0,Recife,Monteiro,1900000.0
601,For sale,4.0,125.0,0,0.0,Recife,Boa Viagem,1400000.0
602,For sale,2.0,54.0,0,0.0,Jaboatão dos Guararapes,Barra de Jangada,430000.0
603,For sale,4.0,140.0,3.0,0.0,Recife,Ilha do Retiro,850000.0
604,For sale,3.0,171.0,3.0,0.0,Recife,Monteiro,1900000.0
605,For sale,2.0,50.0,0,200.0,Recife,Tamarineira,200000.0
606,For sale,3.0,92.0,2.0,0.0,Recife,Boa Viagem,1080000.0
607,For sale,3.0,150.0,3.0,1300.0,Recife,Jaqueira,890000.0
608,For sale,3.0,75.0,0,1050.0,Recife,Boa Viagem,410000.0
609,For sale,2.0,59.0,0,0.0,Recife,Boa Viagem,560000.0
610,For sale,2.0,47.0,0,1.0,São Lourenço da Mata,Muribara,133999.0
611,For sale,2.0,42.0,0,80.0,Paulista,Maranguape I,112540.0
612,For sale,2.0,52.0,0,0.0,Paulista,Nossa Senhora do Ó,140000.0
613,For sale,,34.0,0,379.0,Olinda,Jardim Atlântico,175000.0
614,For sale,,37.0,0,895.0,Jaboatão dos Guararapes,Piedade,175000.0
615,For sale,4.0,147.0,2.0,1250.0,Recife,Parnamirim,649000.0
616,For sale,2.0,46.0,0,100.0,Jaboatão dos Guararapes,Candeias,149998.0
617,For sale,2.0,47.0,0,0.0,Recife,Boa Viagem,330000.0
618,For sale,3.0,107.0,2.0,0.0,Recife,Boa Viagem,900000.0
619,For sale,2.0,57.0,0,630.0,Recife,Pina,530000.0
620,For sale,2.0,72.0,0,846.0,Gravatá,Gravatá Centro,440000.0
621,For sale,2.0,44.0,0,520.0,Recife,Pina,678429.0
622,For sale,3.0,145.0,0,0.0,Jaboatão dos Guararapes,Piedade,365000.0
623,For sale,4.0,172.0,3.0,1400.0,Recife,Monteiro,1550000.0
624,For sale,,30.0,0,0.0,Jaboatão dos Guararapes,Piedade,299999.0
625,For sale,3.0,103.0,3.0,780.0,Jaboatão dos Guararapes,Candeias,440000.0
626,For sale,4.0,220.0,3.0,0.0,Recife,Tamarineira,2400000.0
627,For sale,4.0,130.0,2.0,0.0,Recife,Rosarinho,750000.0
628,For sale,,30.0,0,0.0,Recife,Imbiribeira,230000.0
629,For sale,,26.0,0,20.0,Ipojuca,Porto de Galinhas,230000.0
630,For sale,3.0,86.0,2.0,0.0,Recife,Boa Viagem,895000.0
631,For sale,2.0,47.0,0,1.0,Abreu e Lima,Planalto,125060.0
632,For sale,,20.0,0,2.0,Ipojuca,Porto de Galinhas,170000.0
633,For sale,2.0,57.0,0,450.0,Recife,Torreão,339000.0
634,For sale,5.0,1000.0,4.0,0.0,Gravatá,Alpes Suiços,2990000.0
635,For sale,2.0,50.0,0,1.0,Jaboatão dos Guararapes,Candeias,166030.0
636,For sale,2.0,70.0,0,350.0,Recife,Várzea,185000.0
637,For sale,,52.0,0,320.0,Recife,Ilha do Leite,200000.0
638,For sale,,44.0,0,0.0,Recife,Paissandu,350000.0
639,For sale,3.0,80.0,0,700.0,Recife,Graças,475000.0
640,For sale,2.0,45.0,0,1.0,Jaboatão dos Guararapes,Candeias,181000.0
641,For sale,2.0,65.0,0,618.0,Recife,Encruzilhada,230000.0
642,For sale,3.0,61.0,0,0.0,Recife,Encruzilhada,436000.0
643,For sale,,39.0,0,829.0,Recife,Pina,420000.0
644,For sale,3.0,131.0,2.0,1270.0,Recife,Boa Viagem,700000.0
645,For sale,2.0,55.0,0,0.0,Recife,Várzea,351000.0
646,For sale,4.0,112.0,0,700.0,Olinda,Bairro Novo,330000.0
647,For sale,2.0,43.0,0,1.0,Paulista,Pau Amarelo,160900.0
648,For sale,4.0,236.0,2.0,2212.0,Recife,Boa Viagem,950000.0
649,For sale,,32.0,0,20.0,Recife,Rosarinho,248300.0
650,For sale,2.0,61.0,0,600.0,Recife,Casa Amarela,380000.0
651,For sale,3.0,110.0,0,1050.0,Recife,Boa Viagem,460000.0
652,For sale,3.0,92.0,0,755.0,Recife,Campo Grande,315000.0
653,For sale,2.0,59.0,0,335.0,Recife,Água Fria,250000.0
654,For sale,3.0,69.0,0,400.0,Recife,Madalena,470000.0
655,For sale,2.0,47.0,0,212.0,Recife,Campo Grande,250000.0
656,For sale,3.0,147.0,2.0,0.0,Recife,Aflitos,420000.0
657,For sale,2.0,62.0,0,336.0,Jaboatão dos Guararapes,Piedade,350000.0
658,For sale,2.0,50.0,0,0.0,Paulista,Janga,125000.0
659,For sale,2.0,42.0,0,1.0,Recife,Vasco da Gama,156900.0
660,For sale,4.0,135.0,2.0,0.0,Recife,Ilha do Retiro,919638.0
661,For sale,,34.0,0,429.0,Recife,Boa Vista,195000.0
662,For sale,4.0,296.0,3.0,0.0,Recife,Iputinga,480000.0
663,For sale,,18.0,0,0.0,Recife,Boa Viagem,219000.0
664,For sale,3.0,102.0,0,825.0,Recife,Prado,480000.0
665,For sale,2.0,42.0,0,1.0,Paulista,Maranguape I,142500.0
666,For sale,2.0,42.0,0,1.0,Camaragibe,Estação Nova,136090.0
667,For sale,2.0,41.0,0,1.0,Camaragibe,Alberto Maia,168000.0
668,For sale,2.0,43.0,0,1.0,Recife,Várzea,159999.0
669,For sale,2.0,45.0,0,1.0,Camaragibe,Santa Mônica,156999.0
670,For sale,3.0,56.0,0,1.0,Camaragibe,Santa Mônica,179050.0
671,For sale,4.0,187.0,2.0,1993.0,Recife,Boa Viagem,819900.0
672,For sale,4.0,144.0,2.0,1000.0,Recife,Espinheiro,1000000.0
673,For sale,4.0,406.0,4.0,0.0,Recife,Boa Viagem,4397000.0
674,For sale,2.0,46.0,0,1.0,São Lourenço da Mata,Muribara,128999.0
675,For sale,2.0,47.0,0,1.0,Olinda,Rio Doce,186091.0
676,For sale,2.0,50.0,0,0.0,Paulista,Pau Amarelo,129990.0
677,For sale,2.0,43.0,0,1.0,Camaragibe,Alberto Maia,142000.0
678,For sale,2.0,49.0,0,1.0,Olinda,Rio Doce,157080.0
679,For sale,3.0,84.0,2.0,0.0,Recife,Rosarinho,748500.0
680,For sale,2.0,43.0,0,200.0,Jaboatão dos Guararapes,Piedade,169800.0
681,For sale,3.0,68.0,0,543.0,Recife,Pina,399000.0
682,For sale,2.0,55.0,0,0.0,Olinda,Casa Caiada,350000.0
683,For sale,2.0,58.0,0,550.0,Recife,Boa Viagem,390000.0
684,For sale,5.0,450.0,2.0,0.0,Paulista,Maria Farinha,980000.0
685,For sale,4.0,130.0,2.0,880.0,Jaboatão dos Guararapes,Piedade,950000.0
686,For sale,4.0,130.0,2.0,880.0,Jaboatão dos Guararapes,Piedade,950000.0
687,For sale,2.0,43.0,0,20.0,Jaboatão dos Guararapes,Barra de Jangada,142500.0
688,For sale,3.0,180.0,0,0.0,Recife,Monteiro,1520000.0
689,For sale,3.0,91.0,2.0,715.0,Recife,Boa Viagem,470000.0
690,For sale,3.0,64.0,0,400.0,Recife,Madalena,420000.0
691,For sale,3.0,80.0,2.0,0.0,Recife,Boa Viagem,520000.0
692,For sale,4.0,114.0,2.0,1100.0,Recife,Rosarinho,780000.0
693,For sale,,1.0,0,20.0,Paulista,Maranguape I,123000.0
694,For sale,2.0,55.0,0,250.0,Jaboatão dos Guararapes,Candeias,125000.0
695,For sale,3.0,105.0,2.0,790.0,Jaboatão dos Guararapes,Candeias,550000.0
696,For sale,4.0,225.0,3.0,1350.0,Recife,Boa Viagem,1098000.0
697,For sale,3.0,82.0,2.0,700.0,Recife,Boa Viagem,600000.0
698,For sale,2.0,60.0,0,290.0,Caruaru,Maurício de Nassau,290000.0
699,For sale,,42.0,0,20.0,Camaragibe,Celeiro das Alegrias Futuras,123000.0
700,For sale,4.0,200.0,2.0,300.0,Gravatá,Santana,450000.0
701,For sale,4.0,643.0,3.0,1350.0,Recife,Jaqueira,2200000.0
702,For sale,3.0,90.0,2.0,0.0,Recife,Boa Viagem,828000.0
703,For sale,,34.0,0,0.0,Recife,Ilha do Leite,315000.0
704,For sale,3.0,121.0,0,1150.0,Recife,Aflitos,650000.0
705,For sale,2.0,44.0,0,2.0,Jaboatão dos Guararapes,Candeias,170000.0
706,For sale,4.0,250.0,3.0,0.0,Recife,Pina,3700000.0
707,For sale,2.0,48.0,0,0.0,Igarassu,Agamenon Magalhães,130000.0
708,For sale,2.0,50.0,0,0.0,Abreu e Lima,Desterro,145000.0
709,For sale,4.0,170.0,2.0,0.0,Recife,Boa Viagem,900000.0
710,For sale,4.0,124.0,3.0,0.0,Recife,Boa Viagem,1300000.0
711,For sale,2.0,41.0,0,170.0,Camaragibe,Timbí,122000.0
712,For sale,3.0,67.0,2.0,600.0,Jaboatão dos Guararapes,Piedade,0.0
713,For sale,3.0,90.0,0,1030.0,Recife,Imbiribeira,490000.0
